municipio,codigo_dane,fecha_año,cantidad,dpnom,pob,tasa_secuestro
PEREIRA (CT),66001,2010,3.0,Risaralda,442493,0.6779768267520616
PEREIRA (CT),66001,2011,3.0,Risaralda,445438,0.6734944032615089
PEREIRA (CT),66001,2012,2.0,Risaralda,448174,0.4462552490773673
PEREIRA (CT),66001,2013,4.0,Risaralda,450422,0.8880560896226205
PEREIRA (CT),66001,2014,1.0,Risaralda,452676,0.22090855269552617
PEREIRA (CT),66001,2015,6.0,Risaralda,455559,1.3170632124488815
PEREIRA (CT),66001,2016,2.0,Risaralda,459033,0.4356985227641586
PEREIRA (CT),66001,2017,4.0,Risaralda,462668,0.8645508226201077
PEREIRA (CT),66001,2018,3.0,Risaralda,467269,0.6420284675422508
PIAMONTE,19533,2010,2.0,Cauca,6928,28.868360277136258
PIAMONTE,19533,2012,1.0,Cauca,7401,13.511687609782461
PIAMONTE,19533,2013,3.0,Cauca,7629,39.32363350373574
PIEDECUESTA,68547,2010,1.0,Santander,140607,0.7112021449856692
PIEDECUESTA,68547,2019,1.0,Santander,177586,0.5631074521640219
PIENDAMÓ,19548,2010,3.0,Cauca,37360,8.029978586723768
PIENDAMÓ,19548,2013,3.0,Cauca,38635,7.7649799404684865
PIENDAMÓ,19548,2014,1.0,Cauca,39070,2.5595085743537243
PIENDAMÓ,19548,2015,1.0,Cauca,39517,2.530556469367614
PIENDAMÓ,19548,2016,1.0,Cauca,39927,2.50457084178626
PIENDAMÓ,19548,2019,5.0,Cauca,41362,12.088390309946329
PITAL,41548,2017,1.0,Huila,13647,7.327617791455998
PITALITO,41551,2010,1.0,Huila,107467,0.9305182055886924
PITALITO,41551,2011,2.0,Huila,109564,1.8254171078091346
PITALITO,41551,2012,2.0,Huila,111616,1.7918577981651378
PITALITO,41551,2013,1.0,Huila,113663,0.8797937763388262
PITALITO,41551,2015,1.0,Huila,117876,0.8483491126268282
PITALITO,41551,2016,1.0,Huila,120010,0.8332638946754437
PITALITO,41551,2021,1.0,Huila,129710,0.7709505820676895
PLANADAS,73555,2015,1.0,Tolima,25525,3.917727717923604
PLANADAS,73555,2019,1.0,Tolima,25785,3.8782237735117313
PLANETA RICA,23555,2011,1.0,Córdoba,62288,1.605445671718469
PLATO,47555,2010,1.0,Magdalena,54008,1.8515775440675455
POLICARPA,52540,2011,1.0,Nariño,9748,10.258514567090685
POLICARPA,52540,2015,1.0,Nariño,9847,10.155377272265666
PONEDERA,8560,2013,1.0,Atlántico,21879,4.570592805886923
PONEDERA,8560,2019,1.0,Atlántico,24877,4.01977730433734
POPAYÁN (CT),19001,2010,3.0,Cauca,289412,1.0365845231020137
POPAYÁN (CT),19001,2011,5.0,Cauca,292988,1.7065545346567095
POPAYÁN (CT),19001,2012,7.0,Cauca,296431,2.3614264365063034
POPAYÁN (CT),19001,2013,1.0,Cauca,299819,0.33353456585473235
POPAYÁN (CT),19001,2014,3.0,Cauca,303267,0.9892273145446092
POPAYÁN (CT),19001,2015,2.0,Cauca,306782,0.6519287311511105
POPAYÁN (CT),19001,2016,5.0,Cauca,310409,1.6107780380079184
POPAYÁN (CT),19001,2017,1.0,Cauca,314054,0.3184165780407191
POPAYÁN (CT),19001,2019,1.0,Cauca,321991,0.31056768667447227
POPAYÁN (CT),19001,2021,2.0,Cauca,328139,0.6094978042841601
PORE,85263,2017,1.0,Casanare,11736,8.520790729379687
PORE,85263,2018,1.0,Casanare,11967,8.356313194618535
POTOSÍ,52560,2018,1.0,Nariño,10414,9.602458229306702
PRADERA,76563,2011,2.0,Valle del Cauca,46914,4.263119751033806
PRADERA,76563,2013,3.0,Valle del Cauca,47047,6.376602121282972
PRADO,73563,2012,2.0,Tolima,8839,22.626994003846587
PROVIDENCIA,52565,2019,1.0,Nariño,5562,17.979144192736424
PUEBLO RICO,66572,2016,3.0,Risaralda,15779,19.012611699093732
PUEBLO RICO,66572,2017,1.0,Risaralda,15943,6.272345229881452
PUERTO ASÍS,86568,2010,2.0,Putumayo,55466,3.6058125698626182
PUERTO ASÍS,86568,2011,3.0,Putumayo,56632,5.2973583839525356
PUERTO ASÍS,86568,2014,1.0,Putumayo,59952,1.6680010675206831
PUERTO ASÍS,86568,2015,1.0,Putumayo,61084,1.637089908977801
PUERTO ASÍS,86568,2017,1.0,Putumayo,63570,1.5730690577316344
PUERTO ASÍS,86568,2018,1.0,Putumayo,64867,1.5416159218092405
PUERTO BERRÍO,5579,2010,1.0,Antioquia,36286,2.7558838119384887
PUERTO BERRÍO,5579,2011,2.0,Antioquia,36620,5.461496450027307
PUERTO BERRÍO,5579,2014,1.0,Antioquia,37588,2.660423539427477
PUERTO BERRÍO,5579,2016,1.0,Antioquia,38302,2.6108297216855516
PUERTO BERRÍO,5579,2017,1.0,Antioquia,38721,2.582577929289016
PUERTO BERRÍO,5579,2018,1.0,Antioquia,39314,2.543623136796052
PUERTO BOYACÁ,15572,2018,1.0,Boyacá,46736,2.139678192399863
PUERTO CAICEDO,86569,2010,2.0,Putumayo,14297,13.988948730502903
PUERTO CAICEDO,86569,2013,1.0,Putumayo,15024,6.656017039403621
PUERTO CAICEDO,86569,2015,2.0,Putumayo,15418,12.971851083149565
PUERTO CARREÑO (CT),99001,2017,1.0,Vichada,20646,4.843553230650005
PUERTO CONCORDIA,50450,2010,1.0,Meta,7947,12.58336479174531
PUERTO CONCORDIA,50450,2014,1.0,Meta,8161,12.253400318588408
PUERTO CONCORDIA,50450,2017,1.0,Meta,8362,11.95886151638364
PUERTO GAITÁN,50568,2012,3.0,Meta,34807,8.618955957135059
PUERTO GUZMÁN,86571,2010,3.0,Putumayo,29320,10.231923601637106
PUERTO GUZMÁN,86571,2013,1.0,Putumayo,31517,3.172890820826855
PUERTO GUZMÁN,86571,2017,1.0,Putumayo,34487,2.8996433438687044
PUERTO LLERAS,50577,2010,2.0,Meta,9517,21.015025743406536
PUERTO LÓPEZ,50573,2012,1.0,Meta,28028,3.5678607107178535
PUERTO LÓPEZ,50573,2015,1.0,Meta,29251,3.41868654063109
PUERTO LÓPEZ,50573,2017,1.0,Meta,30016,3.331556503198294
PUERTO LÓPEZ,50573,2020,1.0,Meta,30312,3.2990234890472423
PUERTO RICO,18592,2011,1.0,Caquetá,28334,3.529328721677137
PUERTO RICO,18592,2013,1.0,Caquetá,27846,3.591180061768297
PUERTO RICO,18592,2015,1.0,Caquetá,27333,3.6585812022097834
PUERTO RICO,18592,2016,1.0,Caquetá,27085,3.692080487354624
PUERTO RONDÓN,81591,2021,1.0,Arauca,5036,19.857029388403493
PUERTO SALGAR,25572,2016,1.0,Cundinamarca,14320,6.983240223463687
PUERTO SALGAR,25572,2020,1.0,Cundinamarca,16671,5.998440405494571
PUERTO SANTANDER,54553,2010,1.0,Norte de Santander,7137,14.011489421325487
PUERTO SANTANDER,54553,2014,1.0,Norte de Santander,7677,13.025921583952066
PUERTO SANTANDER,54553,2020,1.0,Norte de Santander,9262,10.796804145972793
PUERTO TEJADA,19573,2021,1.0,Cauca,42126,2.3738308882875185
PUERTO WILCHES,68575,2016,1.0,Santander,31762,3.1484163465776716
PUERTO WILCHES,68575,2018,1.0,Santander,32791,3.0496172730322346
PUPIALES,52585,2010,1.0,Nariño,17543,5.700279313686371
PUPIALES,52585,2011,1.0,Nariño,17541,5.700929251467989
PUPIALES,52585,2015,1.0,Nariño,17557,5.695733895312411
PUPIALES,52585,2017,1.0,Nariño,17463,5.726392945083892
PUPIALES,52585,2018,1.0,Nariño,17491,5.717226001943857
PURACÉ,19585,2013,2.0,Cauca,15988,12.509382036527395
PURACÉ,19585,2016,4.0,Cauca,16756,23.872045834328002
PURACÉ,19585,2018,2.0,Cauca,17272,11.579434923575729
PÁEZ,15514,2013,1.0,Boyacá,3480,28.735632183908045
QUIBDÓ (CT),27001,2010,2.0,Chocó,118339,1.6900599126239024
QUIBDÓ (CT),27001,2011,1.0,Chocó,119989,0.833409729225179
QUIBDÓ (CT),27001,2012,1.0,Chocó,121657,0.8219831164667878
QUIBDÓ (CT),27001,2013,5.0,Chocó,123177,4.05919936351754
QUIBDÓ (CT),27001,2014,5.0,Chocó,124568,4.013871941429581
QUIBDÓ (CT),27001,2015,1.0,Chocó,125909,0.7942244001620219
QUIBDÓ (CT),27001,2016,1.0,Chocó,127119,0.7866644640061674
QUIBDÓ (CT),27001,2017,1.0,Chocó,128214,0.7799460277348806
QUIBDÓ (CT),27001,2020,1.0,Chocó,130825,0.764379896808714
QUIBDÓ (CT),27001,2021,1.0,Chocó,131886,0.7582305930879699
QUIMBAYA,63594,2013,1.0,Quindio,30928,3.2333160889808585
QUIMBAYA,63594,2017,1.0,Quindio,30654,3.262217002675018
RAMIRIQUÍ,15599,2012,1.0,Boyacá,9611,10.404744563520966
REMEDIOS,5604,2019,1.0,Antioquia,29061,3.4410378170056086
RESTREPO,50606,2015,1.0,Meta,17331,5.770007501009752
RESTREPO,76606,2014,1.0,Valle del Cauca,15266,6.5505043888379415
RICAURTE,52612,2011,3.0,Nariño,17320,17.321016166281755
RICAURTE,52612,2015,1.0,Nariño,18679,5.35360565340757
RIOBLANCO,73616,2013,1.0,Tolima,23119,4.325446602361693
RIOBLANCO,73616,2014,1.0,Tolima,23022,4.343671270958214
RIOFRÍO,76616,2013,2.0,Valle del Cauca,15930,12.554927809165097
RIOFRÍO,76616,2014,1.0,Valle del Cauca,15814,6.32351081320349
RIOFRÍO,76616,2016,1.0,Valle del Cauca,15614,6.40450877417702
RIOHACHA (CT),44001,2010,2.0,La Guajira,150847,1.3258467188608325
RIOHACHA (CT),44001,2012,5.0,La Guajira,158325,3.158060950576346
RIOHACHA (CT),44001,2014,3.0,La Guajira,166070,1.8064671524056122
RIOHACHA (CT),44001,2015,3.0,La Guajira,170031,1.7643841417153343
RIOHACHA (CT),44001,2016,1.0,La Guajira,174676,0.5724884929812911
RIOHACHA (CT),44001,2018,2.0,La Guajira,188014,1.0637505717659324
RIOHACHA (CT),44001,2020,1.0,La Guajira,201839,0.49544438884457415
RIOHACHA (CT),44001,2021,1.0,La Guajira,206435,0.48441398018746823
RIONEGRO,5615,2010,1.0,Antioquia,116574,0.8578242146619315
RIONEGRO,5615,2012,1.0,Antioquia,120936,0.8268836409340478
RIONEGRO,5615,2014,1.0,Antioquia,125195,0.7987539438475978
RIONEGRO,5615,2018,1.0,Antioquia,135465,0.738198058539106
RIONEGRO,5615,2021,6.0,Antioquia,145242,4.131036477052093
RIONEGRO,68615,2021,1.0,Santander,27361,3.654837177003764
RIOSUCIO,17614,2011,1.0,Caldas,45694,2.188471134065742
RISARALDA,17616,2011,1.0,Caldas,11992,8.338892595063374
RISARALDA,17616,2018,1.0,Caldas,10815,9.246417013407305
RIVERA,41615,2016,1.0,Huila,23537,4.248629816884055
ROBERTO PAYÁN,52621,2017,1.0,Nariño,12624,7.921419518377693
ROLDANILLO,76622,2010,1.0,Valle del Cauca,37223,2.6865110281277707
ROLDANILLO,76622,2018,1.0,Valle del Cauca,36797,2.7176128488735496
ROSAS,19622,2012,1.0,Cauca,11409,8.765010079761591
ROVIRA,73624,2012,1.0,Tolima,22229,4.498627918484862
ROVIRA,73624,2014,7.0,Tolima,21989,31.834098867615626
RÍO DE ORO,20614,2010,1.0,Cesar,14481,6.905600441958429
RÍO DE ORO,20614,2016,1.0,Cesar,15924,6.279829188646069
RÍO DE ORO,20614,2017,2.0,Cesar,16303,12.267680794945715
RÍO DE ORO,20614,2020,1.0,Cesar,17793,5.620187714269657
RÍO DE ORO,20614,2021,1.0,Cesar,18163,5.505698397841766
RÍO IRO,27580,2011,1.0,Chocó,7220,13.850415512465375
RÍO QUITO,27600,2017,1.0,Chocó,7869,12.708095056551024
RÍO VIEJO,13600,2014,1.0,Bolívar,10831,9.232757824762256
SABANA DE TORRES,68655,2010,2.0,Santander,29793,6.712986271943074
SABANA DE TORRES,68655,2015,1.0,Santander,31506,3.1739986034406145
SABANA DE TORRES,68655,2019,1.0,Santander,33887,2.950984153215097
SABANALARGA,5628,2011,1.0,Antioquia,8737,11.445576284765938
SABANETA,5631,2011,1.0,Antioquia,68989,1.4495064430561393
SABANETA,5631,2013,2.0,Antioquia,72553,2.7566055159676375
SABANETA,5631,2015,1.0,Antioquia,76089,1.3142504172745073
SABANETA,5631,2017,1.0,Antioquia,79983,1.2502656814573097
SALAZAR,54660,2011,1.0,Norte de Santander,10199,9.804882831650161
SALAZAR,54660,2012,1.0,Norte de Santander,10135,9.86679822397632
SALAZAR,54660,2015,1.0,Norte de Santander,10013,9.987016878058524
SALAZAR,54660,2017,2.0,Norte de Santander,9969,20.062192797672786
SALGAR,5642,2017,1.0,Antioquia,18241,5.482155583575461
SAMACÁ,15646,2014,1.0,Boyacá,17382,5.753077896674721
SAMANIEGO,52678,2013,2.0,Nariño,32639,6.127638714421397
SAMANIEGO,52678,2016,1.0,Nariño,30725,3.254678600488202
SAMPUÉS,70670,2010,1.0,Sucre,39798,2.512689079853259
SAN AGUSTÍN,41668,2010,3.0,Huila,30097,9.967770874173507
SAN AGUSTÍN,41668,2018,1.0,Huila,33028,3.027734043841589
SAN ALBERTO,20710,2010,2.0,Cesar,22405,8.926578888640929
SAN ALBERTO,20710,2012,2.0,Cesar,23201,8.620318089737511
SAN ALBERTO,20710,2016,2.0,Cesar,24863,8.044081566987089
SAN ANDRES DE TUMACO,52835,2010,3.0,Nariño,224316,1.3373990263735087
SAN ANDRES DE TUMACO,52835,2011,2.0,Nariño,228287,0.8760901847236154
SAN ANDRES DE TUMACO,52835,2013,1.0,Nariño,235844,0.42400909075490584
SAN ANDRES DE TUMACO,52835,2014,5.0,Nariño,239414,2.0884325895728737
SAN ANDRES DE TUMACO,52835,2017,5.0,Nariño,249983,2.000136009248629
SAN ANDRES DE TUMACO,52835,2018,3.0,Nariño,253637,1.1827927313444015
SAN ANDRES DE TUMACO,52835,2020,1.0,Nariño,257052,0.38902634486407417
SAN ANDRES DE TUMACO,52835,2021,1.0,Nariño,257042,0.38904147960255525
SAN ANDRÉS (CT),88001,2019,2.0,Archipiélago de San Andrés,56358,3.5487419709712906
SAN ANTONIO DEL TEQUENDAMA,25645,2013,3.0,Cundinamarca,10355,28.97151134717528
SAN BENITO ABAD,70678,2019,1.0,Sucre,29282,3.415067276825353
SAN CARLOS,5649,2021,1.0,Antioquia,16056,6.228201295465869
SAN CARLOS,23678,2013,1.0,Córdoba,25608,3.9050296782255542
SAN CARLOS,23678,2017,1.0,Córdoba,26586,3.761378168961107
SAN CARLOS DE GUAROA,50680,2021,2.0,Meta,12984,15.403573629081947
SAN CAYETANO,54673,2015,1.0,Norte de Santander,6364,15.713387806411063
SAN CAYETANO,54673,2016,1.0,Norte de Santander,6508,15.365703749231713
SAN CAYETANO,54673,2019,1.0,Norte de Santander,7442,13.437248051599031
SAN GIL,68679,2014,1.0,Santander,52574,1.902080876478868
SAN JERÓNIMO,5656,2011,1.0,Antioquia,14277,7.004272606289836
SAN JOSÉ DEL FRAGUA,18610,2010,2.0,Caquetá,10998,18.18512456810329
SAN JOSÉ DEL GUAVIARE (CT),95001,2010,2.0,Guaviare,48085,4.1593012373921185
SAN JOSÉ DEL GUAVIARE (CT),95001,2013,1.0,Guaviare,48767,2.0505669817704595
SAN JOSÉ DEL GUAVIARE (CT),95001,2015,1.0,Guaviare,49835,2.0066218521119694
SAN JOSÉ DEL GUAVIARE (CT),95001,2021,1.0,Guaviare,57004,1.7542628587467548
SAN JOSÉ DEL PALMAR,27660,2017,2.0,Chocó,5109,39.146604032100214
SAN JUAN DE ARAMA,50683,2011,1.0,Meta,8734,11.44950767117014
SAN JUAN DE ARAMA,50683,2017,1.0,Meta,9111,10.975743606629349
SAN JUAN DEL CESAR,44650,2014,2.0,La Guajira,43569,4.590419793890152
SAN JUAN NEPOMUCENO,13657,2019,2.0,Bolívar,37765,5.295908910366742
SAN LUIS,5660,2010,1.0,Antioquia,13225,7.561436672967863
SAN LUIS DE PALENQUE,85325,2014,1.0,Casanare,8069,12.393109431156276
SAN MARTÍN,20770,2020,2.0,Cesar,28769,6.951927421877715
SAN MARTÍN,50689,2012,1.0,Meta,24668,4.053834927841739
SAN MARTÍN,50689,2021,1.0,Meta,26718,3.742795119395164
SAN MIGUEL,86757,2018,1.0,Putumayo,18780,5.324813631522896
SAN ONOFRE,70713,2010,1.0,Sucre,47143,2.1212056933160808
SAN PABLO,52693,2018,1.0,Nariño,15389,6.498148027812073
SAN PEDRO,76670,2010,1.0,Valle del Cauca,16252,6.153088850603003
SAN PEDRO,76670,2011,1.0,Valle del Cauca,16331,6.123323740126141
SAN SEBASTIÁN,19693,2010,1.0,Cauca,10520,9.505703422053232
SAN SEBASTIÁN,19693,2011,1.0,Cauca,10577,9.454476694714947
SAN VICENTE,5674,2010,1.0,Antioquia,21746,4.598546859192496
SAN VICENTE,5674,2013,2.0,Antioquia,21765,9.189065012634964
SAN VICENTE DE CHUCURÍ,68689,2019,2.0,Santander,33414,5.985515053570359
SAN VICENTE DEL CAGUÁN,18753,2011,5.0,Caquetá,46902,10.660526203573408
SAN VICENTE DEL CAGUÁN,18753,2012,2.0,Caquetá,47521,4.208665642558027
SAN VICENTE DEL CAGUÁN,18753,2013,1.0,Caquetá,48118,2.0782243651024563
SAN VICENTE DEL CAGUÁN,18753,2015,1.0,Caquetá,49207,2.0322311866197897
SAN VICENTE DEL CAGUÁN,18753,2017,1.0,Caquetá,50280,1.9888623707239461
SANTA ANA,47707,2014,1.0,Magdalena,27813,3.5954409808362993
SANTA ANA,47707,2019,1.0,Magdalena,25750,3.883495145631068
SANTA BÁRBARA,5679,2011,1.0,Antioquia,27394,3.650434401693802
SANTA BÁRBARA,52696,2011,1.0,Nariño,12566,7.9579818558013695
SANTA BÁRBARA,68705,2018,1.0,Santander,2401,41.649312786339024
SANTA MARTA (CT),47001,2010,3.0,Magdalena,433916,0.6913780547387052
SANTA MARTA (CT),47001,2011,1.0,Magdalena,441291,0.22660783927159175
SANTA MARTA (CT),47001,2012,3.0,Magdalena,448452,0.6689679162987343
SANTA MARTA (CT),47001,2013,1.0,Magdalena,455526,0.2195264375688764
SANTA MARTA (CT),47001,2014,2.0,Magdalena,462394,0.4325315639908823
SANTA MARTA (CT),47001,2015,2.0,Magdalena,469272,0.4261920591895532
SANTA MARTA (CT),47001,2016,1.0,Magdalena,477190,0.20956013328024478
SANTA MARTA (CT),47001,2018,4.0,Magdalena,499192,0.8012948925463549
SANTA ROSA,19701,2013,1.0,Cauca,5570,17.953321364452425
SANTA ROSA DE CABAL,66682,2013,1.0,Risaralda,77121,1.2966636843401926
SANTA ROSA DE OSOS,5686,2013,1.0,Antioquia,34199,2.9240621070791546
SANTA ROSA DEL SUR,13688,2018,1.0,Bolívar,32646,3.063162408870918
SANTACRUZ,52699,2012,1.0,Nariño,10454,9.565716472163766
SANTAFÉ DE ANTIOQUIA,5042,2014,1.0,Antioquia,25075,3.9880358923230306
SANTANDER DE QUILICHAO,19698,2010,7.0,Cauca,100867,6.939831659512031
SANTANDER DE QUILICHAO,19698,2011,2.0,Cauca,102064,1.9595547891519047
SANTANDER DE QUILICHAO,19698,2012,2.0,Cauca,103205,1.937890606075287
SANTANDER DE QUILICHAO,19698,2013,6.0,Cauca,104375,5.748502994011976
SANTANDER DE QUILICHAO,19698,2014,1.0,Cauca,105525,0.9476427386875148
SANTANDER DE QUILICHAO,19698,2016,1.0,Cauca,107906,0.9267325264582136
SANTANDER DE QUILICHAO,19698,2017,2.0,Cauca,109215,1.8312502861328572
SANTANDER DE QUILICHAO,19698,2018,7.0,Cauca,110445,6.337996287745032
SANTANDER DE QUILICHAO,19698,2019,1.0,Cauca,111789,0.8945423968368981
SANTUARIO,66687,2018,2.0,Risaralda,12664,15.792798483891344
SAPUYES,52720,2014,1.0,Nariño,7304,13.691128148959473
SARAVENA,81736,2010,9.0,Arauca,50419,17.850413534580216
SARAVENA,81736,2011,3.0,Arauca,50532,5.936832106388032
SARAVENA,81736,2012,11.0,Arauca,50670,21.70909808565226
SARAVENA,81736,2013,8.0,Arauca,50884,15.722034431255404
SARAVENA,81736,2014,6.0,Arauca,51172,11.725162198077074
SARAVENA,81736,2016,3.0,Arauca,52248,5.741846577859439
SARAVENA,81736,2017,1.0,Arauca,53309,1.8758558592357761
SARAVENA,81736,2018,2.0,Arauca,55554,3.600100802822479
SARAVENA,81736,2019,1.0,Arauca,59697,1.6751260532355061
SARAVENA,81736,2020,1.0,Arauca,63004,1.587200812646816
SARAVENA,81736,2021,1.0,Arauca,64520,1.5499070055796653
SARDINATA,54720,2015,2.0,Norte de Santander,23982,8.339588024351597
SARDINATA,54720,2016,1.0,Norte de Santander,24166,4.1380451874534465
SARDINATA,54720,2017,1.0,Norte de Santander,24453,4.0894777736883
SARDINATA,54720,2020,1.0,Norte de Santander,26804,3.7307864497836145
SASAIMA,25718,2011,3.0,Cundinamarca,9044,33.171163202122955
SEGOVIA,5736,2010,1.0,Antioquia,33766,2.961558964638986
SEGOVIA,5736,2014,4.0,Antioquia,35659,11.217364480215373
SEGOVIA,5736,2016,1.0,Antioquia,36605,2.731867231252561
SEVILLA,76736,2011,1.0,Valle del Cauca,46456,2.152574479076976
SEVILLA,76736,2021,1.0,Valle del Cauca,41374,2.4169768453618214
SIBATÉ,25740,2021,2.0,Cundinamarca,38114,5.247415647793462
SIBUNDOY,86749,2013,2.0,Putumayo,13706,14.592149423610097
SILVANIA,25743,2011,1.0,Cundinamarca,17810,5.614823133071308
SILVIA,19743,2011,2.0,Cauca,32774,6.102398242509306
SIMITÍ,13744,2015,1.0,Bolívar,16895,5.9189109203906485
SINCELEJO (CT),70001,2014,2.0,Sucre,262199,0.7627794156346897
SINCELEJO (CT),70001,2017,1.0,Sucre,272534,0.366926695384796
SINCELEJO (CT),70001,2021,2.0,Sucre,298062,0.6710013352926573
SOACHA,25754,2012,1.0,Cundinamarca,469029,0.21320643286449237
SOACHA,25754,2013,1.0,Cundinamarca,494162,0.2023627879116565
SOACHA,25754,2014,1.0,Cundinamarca,521345,0.1918115643192128
SOACHA,25754,2016,1.0,Cundinamarca,583007,0.1715245271497598
SOACHA,25754,2018,2.0,Cundinamarca,660179,0.3029481398226844
SOACHA,25754,2021,1.0,Cundinamarca,783632,0.12761091941115216
SOGAMOSO,15759,2010,1.0,Boyacá,115536,0.8655310898767484
SOGAMOSO,15759,2012,2.0,Boyacá,118454,1.6884191331656169
SOGAMOSO,15759,2013,1.0,Boyacá,119855,0.8343414959743023
SOGAMOSO,15759,2014,1.0,Boyacá,121297,0.8244226980057214
SOLANO,18756,2010,1.0,Caquetá,9961,10.039152695512499
SOLANO,18756,2017,1.0,Caquetá,11085,9.021199819576005
SOLEDAD,8758,2013,1.0,Atlántico,532656,0.1877384278033102
SOLEDAD,8758,2017,1.0,Atlántico,583036,0.17151599558174796
SOLITA,18785,2011,2.0,Caquetá,7003,28.559188919034696
SONSON,5756,2011,3.0,Antioquia,37002,8.107669855683477
SOPETRÁN,5761,2011,1.0,Antioquia,14529,6.882786151834263
SORACÁ,15764,2012,2.0,Boyacá,5690,35.149384885764505
SOTARA,19760,2016,3.0,Cauca,13607,22.047475564047915
SOTARA,19760,2019,1.0,Cauca,14079,7.102777185879679
SUAZA,41770,2013,1.0,Huila,19732,5.067909993918508
SUBACHOQUE,25769,2011,1.0,Cundinamarca,13839,7.225955632632416
SUESCA,25772,2013,1.0,Cundinamarca,14076,7.104290991759022
SUPÍA,17777,2012,2.0,Caldas,27554,7.258474268708717
SURATÁ,68780,2010,1.0,Santander,4112,24.31906614785992
SURATÁ,68780,2012,1.0,Santander,4058,24.64268112370626
SUÁREZ,19780,2013,2.0,Cauca,30211,6.620105259673629
SUÁREZ,19780,2016,1.0,Cauca,31209,3.2042039155371844
TABIO,25785,2012,1.0,Cundinamarca,16835,5.94000594000594
TADÓ,27787,2010,4.0,Chocó,15818,25.287646984448095
TADÓ,27787,2011,1.0,Chocó,16120,6.20347394540943
TADÓ,27787,2013,1.0,Chocó,16734,5.975857535556353
TADÓ,27787,2015,4.0,Chocó,17310,23.108030040439054
TADÓ,27787,2016,3.0,Chocó,17536,17.107664233576642
TADÓ,27787,2017,1.0,Chocó,17836,5.606638259699484
TADÓ,27787,2018,1.0,Chocó,18011,5.5521625673199715
TADÓ,27787,2019,1.0,Chocó,17925,5.578800557880056
TADÓ,27787,2021,1.0,Chocó,18058,5.537711817477018
TAMALAMEQUE,20787,2012,1.0,Cesar,13593,7.356727727506805
TAME,81794,2010,7.0,Arauca,37839,18.499431803166047
TAME,81794,2011,3.0,Arauca,38187,7.85607667530835
TAME,81794,2012,17.0,Arauca,38559,44.08828029772556
TAME,81794,2013,9.0,Arauca,38977,23.090540575211023
TAME,81794,2014,8.0,Arauca,39467,20.270099070109204
TAME,81794,2015,7.0,Arauca,40011,17.495188823073654
TAME,81794,2016,1.0,Arauca,40793,2.4514009756575885
TAME,81794,2019,1.0,Arauca,46741,2.1394493057487
TAME,81794,2021,2.0,Arauca,50138,3.9889903865331684
TAMINANGO,52786,2014,1.0,Nariño,18127,5.516632647432007
TANGUA,52788,2011,2.0,Nariño,13272,15.06931886678722
TARAZÁ,5790,2010,1.0,Antioquia,23910,4.182350480970306
TASCO,15790,2012,1.0,Boyacá,6234,16.041065126724416
TAURAMENA,85410,2010,2.0,Casanare,19647,10.17967119662035
TAURAMENA,85410,2011,1.0,Casanare,20105,4.973887092762994
TAURAMENA,85410,2016,1.0,Casanare,22402,4.463887152932774
TELLO,41799,2014,1.0,Huila,11691,8.553588230262596
TELLO,41799,2015,1.0,Huila,11680,8.561643835616438
TENJO,25799,2011,1.0,Cundinamarca,16519,6.053635207942369
TENJO,25799,2012,1.0,Cundinamarca,17097,5.848979353102884
TEORAMA,54800,2010,4.0,Norte de Santander,15058,26.563952716164167
TEORAMA,54800,2011,3.0,Norte de Santander,15150,19.801980198019802
TEORAMA,54800,2018,4.0,Norte de Santander,16193,24.702031742110787
TEORAMA,54800,2019,1.0,Norte de Santander,17040,5.868544600938967
TESALIA,41797,2014,1.0,Huila,10295,9.713453132588635
TIBÚ,54810,2013,1.0,Norte de Santander,48820,2.0483408439164275
TIBÚ,54810,2015,3.0,Norte de Santander,49880,6.014434643143544
TIBÚ,54810,2016,4.0,Norte de Santander,50659,7.89593162123216
TIBÚ,54810,2017,3.0,Norte de Santander,51709,5.801697963604015
TIBÚ,54810,2018,1.0,Norte de Santander,53586,1.866159071399246
TIBÚ,54810,2019,2.0,Norte de Santander,56510,3.5391966023712618
TIBÚ,54810,2020,1.0,Norte de Santander,58721,1.702968273701061
TIERRALTA,23807,2010,1.0,Córdoba,84939,1.1773154852305772
TIMANÁ,41807,2013,1.0,Huila,20838,4.798925040790863
TIMANÁ,41807,2015,1.0,Huila,21180,4.721435316336166
TIMANÁ,41807,2017,2.0,Huila,21563,9.275147242962483
TIMBIQUÍ,19809,2011,1.0,Cauca,24147,4.141301196836046
TIMBÍO,19807,2010,1.0,Cauca,33942,2.9462023451770665
TIMBÍO,19807,2015,1.0,Cauca,34868,2.8679591602615577
TIMBÍO,19807,2017,1.0,Cauca,35164,2.8438175406665906
TIMBÍO,19807,2018,1.0,Cauca,35479,2.818568730798501
TIQUISIO,13810,2016,1.0,Bolívar,17515,5.709391949757351
TOCAIMA,25815,2014,1.0,Cundinamarca,14390,6.949270326615705
TOLEDO,5819,2011,2.0,Antioquia,5255,38.05899143672693
TOLEDO,54820,2010,1.0,Norte de Santander,15152,6.599788806758183
TOLEDO,54820,2012,3.0,Norte de Santander,15123,19.837333862328904
TOLEDO,54820,2014,1.0,Norte de Santander,15049,6.644959797993223
TOLEDO,54820,2017,1.0,Norte de Santander,15058,6.640988179041042
TORIBIO,19821,2020,1.0,Cauca,36694,2.72524118384477
