municipio,codigo_dane,fecha_año,cantidad,dpnom,pob,tasa_homicidios
ABEJORRAL,5002,2010,4.0,Antioquia,21822,18.330125561360095
ABEJORRAL,5002,2011,3.0,Antioquia,21619,13.876682547758916
ABEJORRAL,5002,2012,8.0,Antioquia,21371,37.43390576014225
ABEJORRAL,5002,2013,6.0,Antioquia,21166,28.347349522819613
ABEJORRAL,5002,2014,4.0,Antioquia,20942,19.100372457262917
ABEJORRAL,5002,2015,5.0,Antioquia,20718,24.133603629693987
ABEJORRAL,5002,2016,7.0,Antioquia,20534,34.08980227914678
ABEJORRAL,5002,2017,2.0,Antioquia,20437,9.78617213876792
ABEJORRAL,5002,2018,5.0,Antioquia,20367,24.54951637452742
ABEJORRAL,5002,2019,4.0,Antioquia,20258,19.745285813012146
ABEJORRAL,5002,2020,5.0,Antioquia,20287,24.646325232907778
ABEJORRAL,5002,2021,2.0,Antioquia,20602,9.707795359673819
ABREGO,54003,2010,8.0,Norte de Santander,29921,26.7370742956452
ABREGO,54003,2011,3.0,Norte de Santander,30053,9.982364489402055
ABREGO,54003,2012,6.0,Norte de Santander,30160,19.893899204244033
ABREGO,54003,2013,13.0,Norte de Santander,30253,42.970945030244934
ABREGO,54003,2014,6.0,Norte de Santander,30281,19.8144050724877
ABREGO,54003,2015,2.0,Norte de Santander,30358,6.588049278608604
ABREGO,54003,2016,11.0,Norte de Santander,30553,36.003011160933454
ABREGO,54003,2017,4.0,Norte de Santander,30923,12.93535556058597
ABREGO,54003,2018,9.0,Norte de Santander,31786,28.314352230541747
ABREGO,54003,2019,16.0,Norte de Santander,33003,48.480441172014665
ABREGO,54003,2020,14.0,Norte de Santander,33931,41.26020453272818
ABREGO,54003,2021,18.0,Norte de Santander,34395,52.33318796336677
ABRIAQUÍ,5004,2017,1.0,Antioquia,2652,37.70739064856712
ACACÍAS,50006,2010,30.0,Meta,73370,40.88864658579801
ACACÍAS,50006,2011,31.0,Meta,75305,41.165925237368036
ACACÍAS,50006,2012,23.0,Meta,77187,29.797763872154636
ACACÍAS,50006,2013,20.0,Meta,79035,25.305244511925096
ACACÍAS,50006,2014,14.0,Meta,80841,17.317945102114024
ACACÍAS,50006,2015,22.0,Meta,82619,26.628257422626756
ACACÍAS,50006,2016,25.0,Meta,84461,29.59946010584767
ACACÍAS,50006,2017,26.0,Meta,86156,30.177816983146847
ACACÍAS,50006,2018,12.0,Meta,88023,13.63280051804642
ACACÍAS,50006,2019,15.0,Meta,90124,16.64373529803382
ACACÍAS,50006,2020,20.0,Meta,91829,21.77961210510841
ACACÍAS,50006,2021,17.0,Meta,92607,18.357143628451414
ACANDÍ,27006,2010,2.0,Chocó,12400,16.129032258064516
ACANDÍ,27006,2011,2.0,Chocó,12586,15.890672175433021
ACANDÍ,27006,2012,6.0,Chocó,12848,46.699875466998755
ACANDÍ,27006,2013,3.0,Chocó,13044,22.999080036798528
ACANDÍ,27006,2014,8.0,Chocó,13261,60.327275469421615
ACANDÍ,27006,2015,6.0,Chocó,13442,44.636214848980806
ACANDÍ,27006,2016,12.0,Chocó,13663,87.82844177706214
ACANDÍ,27006,2017,13.0,Chocó,13840,93.93063583815028
ACANDÍ,27006,2018,12.0,Chocó,13999,85.72040860061432
ACANDÍ,27006,2019,5.0,Chocó,14085,35.49875754348598
ACANDÍ,27006,2020,6.0,Chocó,14159,42.3758740024013
ACANDÍ,27006,2021,6.0,Chocó,14274,42.034468263976464
ACEVEDO,41006,2010,12.0,Huila,22130,54.22503389064618
ACEVEDO,41006,2011,6.0,Huila,22458,26.716537536735242
ACEVEDO,41006,2012,14.0,Huila,22789,61.433147571196635
ACEVEDO,41006,2013,14.0,Huila,23092,60.62705698943357
ACEVEDO,41006,2014,11.0,Huila,23393,47.022613602359684
ACEVEDO,41006,2015,12.0,Huila,23733,50.562507900391864
ACEVEDO,41006,2016,16.0,Huila,24076,66.45622196378136
ACEVEDO,41006,2017,13.0,Huila,24430,53.21326238231682
ACEVEDO,41006,2018,8.0,Huila,24774,32.29191894728344
ACEVEDO,41006,2019,17.0,Huila,25046,67.87510979797173
ACEVEDO,41006,2020,19.0,Huila,25298,75.10475136374417
ACEVEDO,41006,2021,12.0,Huila,25510,47.040376323010584
ACHÍ,13006,2010,1.0,Bolívar,21210,4.714757190004715
ACHÍ,13006,2011,1.0,Bolívar,21588,4.632203075782842
ACHÍ,13006,2012,3.0,Bolívar,21967,13.656848909728229
ACHÍ,13006,2013,1.0,Bolívar,22295,4.485310607759587
ACHÍ,13006,2014,5.0,Bolívar,22640,22.084805653710248
ACHÍ,13006,2015,2.0,Bolívar,22962,8.710042679209128
ACHÍ,13006,2016,2.0,Bolívar,23384,8.552856654122477
ACHÍ,13006,2017,2.0,Bolívar,23803,8.402302230811243
ACHÍ,13006,2018,2.0,Bolívar,24352,8.21287779237845
ACHÍ,13006,2019,6.0,Bolívar,24610,24.380333197887037
ACHÍ,13006,2020,4.0,Bolívar,24900,16.06425702811245
ACHÍ,13006,2021,1.0,Bolívar,25263,3.95835807307129
AGRADO,41013,2010,1.0,Huila,8234,12.144765606023805
AGRADO,41013,2012,1.0,Huila,8409,11.892020454275182
AGRADO,41013,2013,1.0,Huila,8459,11.821728336682824
AGRADO,41013,2014,1.0,Huila,8486,11.784115012962527
AGRADO,41013,2016,1.0,Huila,8621,11.599582415033058
AGRADO,41013,2017,2.0,Huila,8701,22.985863693828296
AGRADO,41013,2019,1.0,Huila,8866,11.279043537108054
AGRADO,41013,2020,1.0,Huila,8937,11.189437171310283
AGUA DE DIOS,25001,2010,2.0,Cundinamarca,9938,20.12477359629704
AGUA DE DIOS,25001,2011,2.0,Cundinamarca,10047,19.90643973325371
AGUA DE DIOS,25001,2012,1.0,Cundinamarca,10192,9.811616954474099
AGUA DE DIOS,25001,2013,2.0,Cundinamarca,10353,19.31807205640877
AGUA DE DIOS,25001,2014,1.0,Cundinamarca,10558,9.471490812653911
AGUA DE DIOS,25001,2015,1.0,Cundinamarca,10761,9.292816652727442
AGUA DE DIOS,25001,2017,1.0,Cundinamarca,11325,8.830022075055188
AGUA DE DIOS,25001,2018,1.0,Cundinamarca,11685,8.55798031664527
AGUA DE DIOS,25001,2019,3.0,Cundinamarca,11966,25.071034598027744
AGUA DE DIOS,25001,2020,1.0,Cundinamarca,12325,8.113590263691684
AGUA DE DIOS,25001,2021,1.0,Cundinamarca,12813,7.804573480059315
AGUACHICA,20011,2010,24.0,Cesar,93430,25.687680616504338
AGUACHICA,20011,2011,24.0,Cesar,95063,25.246415534961027
AGUACHICA,20011,2012,23.0,Cesar,96687,23.788099744536492
AGUACHICA,20011,2013,41.0,Cesar,98333,41.69505659341218
AGUACHICA,20011,2014,23.0,Cesar,99950,23.011505752876438
AGUACHICA,20011,2015,20.0,Cesar,101688,19.66800409094485
AGUACHICA,20011,2016,21.0,Cesar,103714,20.247989663883374
AGUACHICA,20011,2017,11.0,Cesar,106119,10.365721501333407
AGUACHICA,20011,2018,31.0,Cesar,109621,28.279253062825557
AGUACHICA,20011,2019,32.0,Cesar,114569,27.930766612259863
AGUACHICA,20011,2020,19.0,Cesar,118652,16.01321511647507
AGUACHICA,20011,2021,37.0,Cesar,121140,30.54317318804689
AGUADAS,17013,2010,11.0,Caldas,24757,44.43187785272852
AGUADAS,17013,2011,11.0,Caldas,24462,44.967705011855124
AGUADAS,17013,2012,8.0,Caldas,24148,33.129037601457675
AGUADAS,17013,2013,8.0,Caldas,23828,33.57394661742488
AGUADAS,17013,2014,7.0,Caldas,23536,29.741672331747115
AGUADAS,17013,2015,5.0,Caldas,23241,21.51370422959425
AGUADAS,17013,2016,5.0,Caldas,22984,21.7542638357118
AGUADAS,17013,2017,5.0,Caldas,22989,21.749532385053723
AGUADAS,17013,2018,7.0,Caldas,22823,30.670814529202996
AGUADAS,17013,2019,4.0,Caldas,22907,17.461911206181515
AGUADAS,17013,2020,8.0,Caldas,23048,34.71017007983339
AGUADAS,17013,2021,11.0,Caldas,23245,47.32200473220047
AGUAZUL,85010,2010,6.0,Casanare,32335,18.555744549250036
AGUAZUL,85010,2011,4.0,Casanare,32901,12.157685176742348
AGUAZUL,85010,2012,11.0,Casanare,33434,32.90064006699767
AGUAZUL,85010,2013,5.0,Casanare,33961,14.72277023644769
AGUAZUL,85010,2014,6.0,Casanare,34482,17.400382808421785
AGUAZUL,85010,2015,6.0,Casanare,34991,17.1472664399417
AGUAZUL,85010,2016,17.0,Casanare,35532,47.84419678036699
AGUAZUL,85010,2017,4.0,Casanare,36210,11.046672190002761
AGUAZUL,85010,2018,4.0,Casanare,36915,10.83570364350535
AGUAZUL,85010,2019,2.0,Casanare,37513,5.331485085170474
AGUAZUL,85010,2020,4.0,Casanare,38010,10.523546435148646
AGUAZUL,85010,2021,6.0,Casanare,38360,15.641293013555789
AGUSTÍN CODAZZI,20013,2010,21.0,Cesar,54264,38.69969040247678
AGUSTÍN CODAZZI,20013,2011,20.0,Cesar,54842,36.46840013128624
AGUSTÍN CODAZZI,20013,2012,15.0,Cesar,55429,27.061646430568835
AGUSTÍN CODAZZI,20013,2013,24.0,Cesar,56018,42.84337177335856
AGUSTÍN CODAZZI,20013,2014,12.0,Cesar,56611,21.197293812156648
AGUSTÍN CODAZZI,20013,2015,11.0,Cesar,57273,19.206257747978977
AGUSTÍN CODAZZI,20013,2016,7.0,Cesar,58086,12.05109664979513
AGUSTÍN CODAZZI,20013,2017,15.0,Cesar,59134,25.366117631142828
AGUSTÍN CODAZZI,20013,2018,12.0,Cesar,60768,19.747235387045812
AGUSTÍN CODAZZI,20013,2019,7.0,Cesar,62864,11.135148892848052
AGUSTÍN CODAZZI,20013,2020,12.0,Cesar,64676,18.554023130682168
AGUSTÍN CODAZZI,20013,2021,17.0,Cesar,66019,25.750162831912025
AIPE,41016,2010,3.0,Huila,14591,20.560619560002742
AIPE,41016,2011,6.0,Huila,14775,40.609137055837564
AIPE,41016,2012,5.0,Huila,14982,33.37338139100254
AIPE,41016,2013,4.0,Huila,15198,26.31925253322806
AIPE,41016,2014,5.0,Huila,15398,32.47174957786726
AIPE,41016,2015,1.0,Huila,15627,6.3991809048441795
AIPE,41016,2016,6.0,Huila,15872,37.80241935483871
AIPE,41016,2017,2.0,Huila,15953,12.536826929104242
AIPE,41016,2018,2.0,Huila,16163,12.373940481346285
AIPE,41016,2019,5.0,Huila,16361,30.56047918831367
AIPE,41016,2020,1.0,Huila,16546,6.043756799226399
AIPE,41016,2021,2.0,Huila,16685,11.986814504045551
ALBANIA,18029,2010,1.0,Caquetá,6066,16.485328058028355
ALBANIA,18029,2011,3.0,Caquetá,5913,50.735667174023334
ALBANIA,18029,2012,5.0,Caquetá,5728,87.29050279329608
ALBANIA,18029,2013,2.0,Caquetá,5518,36.24501631025734
ALBANIA,18029,2014,2.0,Caquetá,5350,37.38317757009346
ALBANIA,18029,2015,3.0,Caquetá,5176,57.959814528593505
ALBANIA,18029,2016,2.0,Caquetá,4949,40.4122044857547
ALBANIA,18029,2017,1.0,Caquetá,4821,20.742584526031944
ALBANIA,18029,2019,5.0,Caquetá,4491,111.33377866844799
ALBANIA,18029,2020,5.0,Caquetá,4396,113.73976342129207
ALBANIA,18029,2021,6.0,Caquetá,4442,135.074290859973
ALBANIA,44035,2010,9.0,La Guajira,22725,39.603960396039604
ALBANIA,44035,2011,2.0,La Guajira,23388,8.551393877201985
ALBANIA,44035,2012,2.0,La Guajira,24060,8.31255195344971
ALBANIA,44035,2013,5.0,La Guajira,24733,20.215905874742248
ALBANIA,44035,2014,4.0,La Guajira,25409,15.742453461371957
ALBANIA,44035,2015,7.0,La Guajira,26065,26.855937080375984
ALBANIA,44035,2016,2.0,La Guajira,26874,7.442137381856068
ALBANIA,44035,2017,7.0,La Guajira,27799,25.180761897909996
ALBANIA,44035,2018,4.0,La Guajira,29148,13.723068478111704
ALBANIA,44035,2019,2.0,La Guajira,30848,6.483402489626556
ALBANIA,44035,2020,4.0,La Guajira,32265,12.397334573066791
ALBANIA,44035,2021,3.0,La Guajira,33006,9.089256498818395
ALBANIA,68020,2012,1.0,Santander,4418,22.634676324128566
ALBANIA,68020,2015,1.0,Santander,4279,23.36994624912363
ALBANIA,68020,2016,2.0,Santander,4253,47.02562896778745
ALBANIA,68020,2017,1.0,Santander,4175,23.952095808383234
ALBANIA,68020,2018,2.0,Santander,4129,48.43787842092516
ALBÁN,25019,2010,1.0,Cundinamarca,5423,18.439977872026553
ALBÁN,25019,2011,1.0,Cundinamarca,5511,18.145527127563057
ALBÁN,25019,2013,1.0,Cundinamarca,5668,17.642907551164434
ALBÁN,25019,2014,2.0,Cundinamarca,5795,34.51251078515962
ALBÁN,25019,2017,1.0,Cundinamarca,6221,16.074586079408455
ALBÁN,25019,2018,1.0,Cundinamarca,6438,15.532774153463809
ALBÁN,25019,2019,1.0,Cundinamarca,6650,15.037593984962406
ALBÁN,25019,2020,1.0,Cundinamarca,6879,14.536996656490768
ALBÁN,52019,2010,1.0,Nariño,10545,9.48316737790422
ALBÁN,52019,2014,4.0,Nariño,10104,39.5882818685669
ALBÁN,52019,2015,1.0,Nariño,9936,10.064412238325282
ALBÁN,52019,2017,1.0,Nariño,9807,10.196798205363516
ALCALÁ,76020,2010,4.0,Valle del Cauca,14585,27.42543709290367
ALCALÁ,76020,2011,5.0,Valle del Cauca,14495,34.494653328734046
ALCALÁ,76020,2012,14.0,Valle del Cauca,14405,97.1884762235335
ALCALÁ,76020,2013,9.0,Valle del Cauca,14360,62.674094707520894
ALCALÁ,76020,2014,9.0,Valle del Cauca,14261,63.10917887946147
ALCALÁ,76020,2015,12.0,Valle del Cauca,14179,84.63220255307144
ALCALÁ,76020,2016,19.0,Valle del Cauca,14161,134.17131558505756
ALCALÁ,76020,2017,12.0,Valle del Cauca,14079,85.23332623055614
ALCALÁ,76020,2018,5.0,Valle del Cauca,14062,35.55681979803726
ALCALÁ,76020,2019,11.0,Valle del Cauca,14189,77.52484318838538
ALCALÁ,76020,2020,11.0,Valle del Cauca,14295,76.94998251136762
ALCALÁ,76020,2021,13.0,Valle del Cauca,14375,90.43478260869566
ALDANA,52022,2010,3.0,Nariño,6985,42.94917680744452
ALDANA,52022,2011,1.0,Nariño,7046,14.19244961680386
ALDANA,52022,2013,1.0,Nariño,7130,14.025245441795231
ALDANA,52022,2014,1.0,Nariño,7238,13.815971262779772
ALDANA,52022,2015,1.0,Nariño,7244,13.80452788514633
ALDANA,52022,2017,1.0,Nariño,7355,13.596193065941538
ALDANA,52022,2018,3.0,Nariño,7392,40.58441558441559
ALDANA,52022,2021,2.0,Nariño,7359,27.177605652941974
ALEJANDRÍA,5021,2013,1.0,Antioquia,4672,21.404109589041095
ALEJANDRÍA,5021,2015,1.0,Antioquia,4680,21.367521367521366
ALEJANDRÍA,5021,2016,1.0,Antioquia,4620,21.645021645021647
ALEJANDRÍA,5021,2017,2.0,Antioquia,4600,43.47826086956522
ALEJANDRÍA,5021,2020,1.0,Antioquia,4698,21.285653469561517
ALGARROBO,47030,2010,1.0,Magdalena,13314,7.510890791647889
ALGARROBO,47030,2011,3.0,Magdalena,13581,22.08968411751712
ALGARROBO,47030,2012,3.0,Magdalena,13852,21.65752237943979
ALGARROBO,47030,2013,4.0,Magdalena,14074,28.42120221685377
ALGARROBO,47030,2014,1.0,Magdalena,14277,7.004272606289836
ALGARROBO,47030,2015,2.0,Magdalena,14508,13.785497656465399
ALGARROBO,47030,2018,2.0,Magdalena,15511,12.894075172458257
ALGARROBO,47030,2019,2.0,Magdalena,16194,12.350253180190194
ALGARROBO,47030,2020,3.0,Magdalena,16785,17.873100983020553
ALGARROBO,47030,2021,1.0,Magdalena,17046,5.866478939340608
ALGECIRAS,41020,2010,13.0,Huila,21579,60.24375550303535
ALGECIRAS,41020,2011,21.0,Huila,21677,96.8768741061955
ALGECIRAS,41020,2012,5.0,Huila,21788,22.948411969891684
ALGECIRAS,41020,2013,10.0,Huila,21929,45.601714624469885
ALGECIRAS,41020,2014,5.0,Huila,22002,22.725206799381873
ALGECIRAS,41020,2015,7.0,Huila,22131,31.629840495232934
ALGECIRAS,41020,2016,11.0,Huila,22205,49.538392253996854
ALGECIRAS,41020,2017,1.0,Huila,22353,4.473672437704111
ALGECIRAS,41020,2018,6.0,Huila,22481,26.689204216894268
ALGECIRAS,41020,2019,12.0,Huila,22498,53.33807449551071
ALGECIRAS,41020,2020,23.0,Huila,22575,101.88261351052049
ALGECIRAS,41020,2021,24.0,Huila,22760,105.4481546572935
ALMAGUER,19022,2010,6.0,Cauca,18778,31.952284588348064
ALMAGUER,19022,2011,1.0,Cauca,18741,5.335894562723441
ALMAGUER,19022,2012,9.0,Cauca,18673,48.19793284421357
ALMAGUER,19022,2013,7.0,Cauca,18610,37.61418592154755
ALMAGUER,19022,2014,4.0,Cauca,18557,21.55520827719998
ALMAGUER,19022,2015,2.0,Cauca,18521,10.798552993898818
ALMAGUER,19022,2016,1.0,Cauca,18490,5.408328826392644
ALMAGUER,19022,2017,6.0,Cauca,18430,32.555615843733044
ALMAGUER,19022,2018,10.0,Cauca,18449,54.20347986340723
ALMAGUER,19022,2019,4.0,Cauca,18263,21.90220664731972
ALMAGUER,19022,2020,5.0,Cauca,18177,27.5072894316994
ALMAGUER,19022,2021,2.0,Cauca,18322,10.915838882218099
ALMEIDA,15022,2010,1.0,Boyacá,3518,28.425241614553723
ALMEIDA,15022,2016,1.0,Boyacá,2333,42.86326618088298
ALPUJARRA,73024,2018,1.0,Tolima,4544,22.007042253521128
ALPUJARRA,73024,2020,2.0,Tolima,4458,44.86316733961417
ALTAMIRA,41026,2011,1.0,Huila,3940,25.38071065989848
ALTAMIRA,41026,2012,1.0,Huila,3940,25.38071065989848
ALTAMIRA,41026,2014,1.0,Huila,4046,24.715768660405335
ALTAMIRA,41026,2019,3.0,Huila,4323,69.39625260235947
ALTAMIRA,41026,2021,1.0,Huila,4404,22.70663033605813
ALTO BAUDÓ,27025,2011,7.0,Chocó,22806,30.69367710251688
ALTO BAUDÓ,27025,2013,1.0,Chocó,24210,4.130524576621231
ALTO BAUDÓ,27025,2014,4.0,Chocó,24921,16.05072027607239
ALTO BAUDÓ,27025,2015,1.0,Chocó,25613,3.904267364229103
ALTO BAUDÓ,27025,2017,3.0,Chocó,26942,11.135030806918566
ALTO BAUDÓ,27025,2019,4.0,Chocó,27982,14.294903866771497
ALTO BAUDÓ,27025,2020,2.0,Chocó,28293,7.068886296963913
ALTO BAUDÓ,27025,2021,1.0,Chocó,28528,3.5053280987100393
ALTOS DEL ROSARIO,13030,2010,1.0,Bolívar,9743,10.263779123473263
ALTOS DEL ROSARIO,13030,2011,2.0,Bolívar,9885,20.23267577137076
ALTOS DEL ROSARIO,13030,2014,1.0,Bolívar,10301,9.707795359673819
ALTOS DEL ROSARIO,13030,2016,1.0,Bolívar,10572,9.458948164964056
ALTOS DEL ROSARIO,13030,2017,1.0,Bolívar,10776,9.279881217520416
ALTOS DEL ROSARIO,13030,2018,1.0,Bolívar,10972,9.11410864017499
ALTOS DEL ROSARIO,13030,2020,2.0,Bolívar,11585,17.263703064307293
ALTOS DEL ROSARIO,13030,2021,1.0,Bolívar,11756,8.506294658046954
ALVARADO,73026,2010,4.0,Tolima,8741,45.761354536094274
ALVARADO,73026,2011,5.0,Tolima,8769,57.01904436081651
ALVARADO,73026,2012,2.0,Tolima,8759,22.833656810138145
ALVARADO,73026,2013,4.0,Tolima,8744,45.74565416285453
ALVARADO,73026,2014,3.0,Tolima,8719,34.407615552242234
ALVARADO,73026,2016,4.0,Tolima,8714,45.90314436538903
ALVARADO,73026,2017,3.0,Tolima,8700,34.48275862068965
ALVARADO,73026,2019,1.0,Tolima,8710,11.481056257175661
ALVARADO,73026,2020,1.0,Tolima,8715,11.474469305794607
AMAGÁ,5030,2010,10.0,Antioquia,28132,35.546708374804496
AMAGÁ,5030,2011,17.0,Antioquia,28354,59.95626719334133
AMAGÁ,5030,2012,26.0,Antioquia,28482,91.28572431711255
AMAGÁ,5030,2013,25.0,Antioquia,28780,86.86587908269632
AMAGÁ,5030,2014,11.0,Antioquia,28888,38.07809471060648
AMAGÁ,5030,2015,8.0,Antioquia,29136,27.457440966501924
AMAGÁ,5030,2016,9.0,Antioquia,29394,30.61849357011635
AMAGÁ,5030,2017,13.0,Antioquia,29663,43.82564137140545
AMAGÁ,5030,2018,5.0,Antioquia,30227,16.54150263009892
AMAGÁ,5030,2019,15.0,Antioquia,30777,48.73769373233259
AMAGÁ,5030,2020,19.0,Antioquia,31283,60.73586292874724
AMAGÁ,5030,2021,20.0,Antioquia,31768,62.95643414756989
AMALFI,5031,2010,6.0,Antioquia,23986,25.01459184524306
AMALFI,5031,2011,7.0,Antioquia,24156,28.978307666832258
AMALFI,5031,2012,11.0,Antioquia,24332,45.20795660036166
AMALFI,5031,2013,11.0,Antioquia,24548,44.810167834446794
AMALFI,5031,2014,19.0,Antioquia,24753,76.7583727224983
AMALFI,5031,2015,15.0,Antioquia,24951,60.117830948659375
AMALFI,5031,2016,7.0,Antioquia,25194,27.784393109470507
AMALFI,5031,2017,4.0,Antioquia,25518,15.675209655929148
AMALFI,5031,2018,8.0,Antioquia,25962,30.814267005623606
AMALFI,5031,2019,15.0,Antioquia,26552,56.492919554082555
AMALFI,5031,2020,7.0,Antioquia,27071,25.857929149274128
AMALFI,5031,2021,20.0,Antioquia,27496,72.73785277858597
AMBALEMA,73030,2010,2.0,Tolima,7274,27.495188342040144
AMBALEMA,73030,2011,1.0,Tolima,7155,13.97624039133473
AMBALEMA,73030,2012,3.0,Tolima,7082,42.36091499576391
AMBALEMA,73030,2013,3.0,Tolima,6991,42.912315834644545
AMBALEMA,73030,2014,4.0,Tolima,6945,57.595392368610504
AMBALEMA,73030,2015,7.0,Tolima,6890,101.5965166908563
AMBALEMA,73030,2016,6.0,Tolima,6727,89.19280511372082
AMBALEMA,73030,2017,4.0,Tolima,6655,60.10518407212623
AMBALEMA,73030,2018,6.0,Tolima,6657,90.13068949977468
AMBALEMA,73030,2019,3.0,Tolima,6596,45.482110369921166
AMBALEMA,73030,2021,8.0,Tolima,6579,121.59902720778233
ANAPOIMA,25035,2010,1.0,Cundinamarca,10971,9.114939385653084
ANAPOIMA,25035,2012,3.0,Cundinamarca,11612,25.835342748880468
ANAPOIMA,25035,2013,2.0,Cundinamarca,11948,16.739203213927016
ANAPOIMA,25035,2018,1.0,Cundinamarca,14519,6.887526689165921
ANAPOIMA,25035,2019,1.0,Cundinamarca,15315,6.52954619653934
ANAPOIMA,25035,2021,1.0,Cundinamarca,16702,5.987306909352173
ANCUYÁ,52036,2010,2.0,Nariño,9403,21.26980750824205
ANCUYÁ,52036,2011,1.0,Nariño,9351,10.694043417816276
ANCUYÁ,52036,2012,6.0,Nariño,9333,64.28801028608164
ANCUYÁ,52036,2013,1.0,Nariño,9237,10.826025765941322
ANCUYÁ,52036,2014,2.0,Nariño,9052,22.09456473707468
ANCUYÁ,52036,2016,2.0,Nariño,8849,22.601423889705053
ANCUYÁ,52036,2019,3.0,Nariño,8678,34.570177460244295
ANCUYÁ,52036,2020,1.0,Nariño,8603,11.62385214460072
ANCUYÁ,52036,2021,1.0,Nariño,8601,11.626555051738169
ANDALUCÍA,76036,2010,14.0,Valle del Cauca,22134,63.25110689437065
ANDALUCÍA,76036,2011,12.0,Valle del Cauca,22133,54.217684001265084
ANDALUCÍA,76036,2012,12.0,Valle del Cauca,22185,54.090601757944555
ANDALUCÍA,76036,2013,17.0,Valle del Cauca,22194,76.59727854375056
ANDALUCÍA,76036,2014,8.0,Valle del Cauca,22200,36.03603603603604
ANDALUCÍA,76036,2015,12.0,Valle del Cauca,22254,53.92289026691831
ANDALUCÍA,76036,2016,17.0,Valle del Cauca,22294,76.25370054723244
ANDALUCÍA,76036,2017,15.0,Valle del Cauca,22302,67.25854183481302
ANDALUCÍA,76036,2018,19.0,Valle del Cauca,22436,84.68532715279015
ANDALUCÍA,76036,2019,5.0,Valle del Cauca,22515,22.20741727737064
ANDALUCÍA,76036,2020,12.0,Valle del Cauca,22594,53.11144551650881
ANDALUCÍA,76036,2021,15.0,Valle del Cauca,22716,66.03275224511358
ANDES,5034,2010,11.0,Antioquia,42152,26.096033402922753
ANDES,5034,2011,15.0,Antioquia,42173,35.56778033338866
ANDES,5034,2012,35.0,Antioquia,42257,82.82651395035143
ANDES,5034,2013,31.0,Antioquia,42284,73.31378299120234
ANDES,5034,2014,32.0,Antioquia,42393,75.48416012077466
ANDES,5034,2015,25.0,Antioquia,42505,58.816609810610515
ANDES,5034,2016,23.0,Antioquia,42683,53.88562191036243
ANDES,5034,2017,29.0,Antioquia,42817,67.73010720041106
ANDES,5034,2018,43.0,Antioquia,43269,99.37830779541935
ANDES,5034,2019,34.0,Antioquia,43713,77.78006542676093
ANDES,5034,2020,39.0,Antioquia,44199,88.23729043643522
ANDES,5034,2021,45.0,Antioquia,44885,100.25621031525009
ANGELÓPOLIS,5036,2010,1.0,Antioquia,5795,17.25625539257981
ANGELÓPOLIS,5036,2011,2.0,Antioquia,5801,34.47681434235477
ANGELÓPOLIS,5036,2012,9.0,Antioquia,5784,155.60165975103735
ANGELÓPOLIS,5036,2013,7.0,Antioquia,5773,121.25411397886714
ANGELÓPOLIS,5036,2014,3.0,Antioquia,5785,51.85825410544512
ANGELÓPOLIS,5036,2015,4.0,Antioquia,5796,69.01311249137336
ANGELÓPOLIS,5036,2016,5.0,Antioquia,5781,86.49022660439371
ANGELÓPOLIS,5036,2017,4.0,Antioquia,5745,69.62576153176676
ANGELÓPOLIS,5036,2018,4.0,Antioquia,5756,69.49270326615705
ANGELÓPOLIS,5036,2019,1.0,Antioquia,5790,17.271157167530223
ANGELÓPOLIS,5036,2020,7.0,Antioquia,5841,119.84249272384865
ANGELÓPOLIS,5036,2021,3.0,Antioquia,5932,50.573162508428865
ANGOSTURA,5038,2010,1.0,Antioquia,11853,8.436682696363789
ANGOSTURA,5038,2011,3.0,Antioquia,11788,25.449609772650152
ANGOSTURA,5038,2012,3.0,Antioquia,11694,25.65418163160595
ANGOSTURA,5038,2013,1.0,Antioquia,11661,8.575593859874797
ANGOSTURA,5038,2014,5.0,Antioquia,11586,43.15553253927153
ANGOSTURA,5038,2015,7.0,Antioquia,11538,60.66909343040389
ANGOSTURA,5038,2016,6.0,Antioquia,11486,52.23750652968832
ANGOSTURA,5038,2017,9.0,Antioquia,11396,78.97507897507897
ANGOSTURA,5038,2018,4.0,Antioquia,11437,34.97420652268952
ANGOSTURA,5038,2019,8.0,Antioquia,11462,69.79584714709475
ANGOSTURA,5038,2020,7.0,Antioquia,11536,60.679611650485434
ANGOSTURA,5038,2021,14.0,Antioquia,11715,119.5049082373026
ANOLAIMA,25040,2011,4.0,Cundinamarca,12098,33.063316250619934
ANOLAIMA,25040,2013,1.0,Cundinamarca,12417,8.053475074494644
ANOLAIMA,25040,2015,3.0,Cundinamarca,12807,23.4246896228625
ANOLAIMA,25040,2017,1.0,Cundinamarca,13424,7.449344457687723
ANOLAIMA,25040,2018,2.0,Cundinamarca,13816,14.475969889982627
ANOLAIMA,25040,2021,1.0,Cundinamarca,15156,6.598046978094485
ANORÍ,5040,2010,2.0,Antioquia,16733,11.952429331261579
ANORÍ,5040,2011,5.0,Antioquia,16908,29.571800331204166
ANORÍ,5040,2012,19.0,Antioquia,17072,111.29334582942832
ANORÍ,5040,2013,12.0,Antioquia,17264,69.50880444856348
ANORÍ,5040,2014,19.0,Antioquia,17383,109.30219179658286
ANORÍ,5040,2015,16.0,Antioquia,17534,91.2512832211703
ANORÍ,5040,2016,10.0,Antioquia,17723,56.42385600631947
ANORÍ,5040,2017,8.0,Antioquia,17991,44.46667778333611
ANORÍ,5040,2018,26.0,Antioquia,18321,141.9136510015829
